Generation: 0
0, -2.992492e+000, 3.815119e-001, -1.840175e+000, 1.852443e+000, 5.100558e-001, 2.879238e+000, -2.541130e+003, 5.263158e-002, 19
1, -8.982513e-001, 2.375774e+000, 1.937040e+000, 1.479629e+000, -1.955351e+000, 5.153661e+000, -2.334604e+003, 2.702703e-002, 37
2, 1.263009e+000, 8.120975e-002, -1.176031e+000, -2.910092e+000, -2.451582e+000, 2.186712e+000, -2.634258e+003, 7.142857e-002, 14
3, -2.116123e+000, -2.004608e+000, 2.931150e+000, -3.258461e-001, -2.285501e+000, 2.801599e-002, 2.762899e+005, 2.000000e-002, 50
4, -2.946532e+000, -7.327189e-001, 1.899777e-001, 4.271065e-001, 6.105838e-001, 3.642994e+000, -2.460208e+003, 4.000000e-002, 25
5, -2.002594e+000, 9.782708e-001, -2.952666e-001, -8.872646e-001, -2.657765e+000, 3.646107e+000, -2.457846e+003, 3.703704e-002, 27
6, 1.699911e+000, 1.815638e+000, 1.192969e-001, -1.188299e+000, 2.255837e+000, 4.360057e+000, -2.395171e+003, 3.125000e-002, 32
7, 2.735405e+000, 2.554308e+000, 2.361217e-001, -2.145970e+000, -2.275155e-001, 1.411969e+000, -2.761825e+003, 1.111111e-001, 9
8, 2.173437e+000, -1.742393e+000, 1.677938e+000, 2.061922e+000, 2.980773e+000, 5.998169e+000, -2.279919e+003, 2.222222e-002, 45
9, 6.689962e-001, -6.453749e-001, -1.402722e+000, -1.216315e+000, 2.040864e+000, 1.424604e-001, 1.005684e+003, 2.040816e-002, 49
10, -7.448042e-001, -2.444258e+000, 1.063234e+000, -2.662709e+000, -2.947264e+000, 5.512741e+000, -2.306644e+003, 2.439024e-002, 41
11, -1.344676e+000, -1.362621e+000, 5.274514e-001, 1.147099e+000, 2.025666e+000, 4.358959e+000, -2.395684e+003, 3.225806e-002, 31
12, -9.036531e-002, -1.767846e+000, 1.462416e+000, -1.892453e-001, -2.522355e-001, 5.694937e+000, -2.295689e+003, 2.325581e-002, 43
13, 1.466628e+000, -2.350322e+000, 5.942869e-001, -6.885891e-001, 1.410047e+000, 3.653798e+000, -2.459472e+003, 3.846154e-002, 26
14, 4.344310e-001, -8.319651e-001, -2.090670e+000, -1.649373e+000, -4.490799e-001, 4.817286e+000, -2.359178e+003, 2.857143e-002, 35
15, 1.026337e-001, 2.939940e+000, 1.509293e+000, -9.266335e-001, -1.986114e+000, 3.943846e+000, -2.429867e+003, 3.448276e-002, 29
16, -4.861599e-002, -2.618763e+000, 1.198553e+000, 2.883999e-002, -2.115024e+000, 5.697501e+000, -2.296028e+003, 2.380952e-002, 42
17, -2.150548e+000, 2.430708e+000, 1.157353e+000, -1.181707e+000, -4.406568e-001, 4.222541e-001, -2.612623e+003, 6.250000e-002, 16
