2.21E-03	2.10E-03	2.46E-03	2.13E-03	2.36E-03	1.90E-03	2.45E-03	1.71E-03	1.69E-03	2.25E-03	-6.82E+00	-7.19E+00	-8.21E+00	-7.15E+00	-7.01E+00
4.45E-02	4.53E-02	5.04E-02	4.94E-02	5.84E-02	5.53E-02	5.53E-02	3.28E-02	3.25E-02	3.84E-02	-2.73E+00	-2.09E+00	-3.11E+00	-3.59E+00	-3.20E+00
4.31E-03	4.55E-03	4.80E-03	5.33E-03	6.04E-03	5.78E-03	7.74E-03	4.09E-03	4.46E-03	5.55E-03	-5.32E+00	-4.85E+00	-6.89E+00	-5.78E+00	-5.51E+00
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.19E-01	3.66E-01	6.45E-01	3.91E-01	3.04E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.03E-01	2.63E-01	9.04E-01	5.03E-02	5.45E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.74E-01	1.84E-01	4.95E-01	2.65E-01	1.41E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.81E-01	1.89E-01	3.18E-01	5.02E-02	4.94E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.42E-01	2.04E-01	5.20E-01	2.25E-01	2.81E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.03E-01	2.42E-01	6.64E-01	1.04E-01	6.98E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.32E-01	3.57E-01	1.91E+00	2.25E-01	1.97E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.63E-01	5.51E-01	3.67E-01	3.14E-01	3.88E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.07E-01	1.57E-01	6.58E-01	8.20E-02	1.12E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.31E-01	5.94E-01	5.94E-01	1.38E-01	2.24E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.70E-02	1.21E-01	6.04E-01	3.96E-02	3.55E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.36E-01	2.45E-01	5.41E-01	9.69E-02	7.70E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.06E-01	2.77E-01	5.68E-01	3.95E-01	3.62E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.70E-01	1.61E-01	6.47E-01	7.15E-02	1.08E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.93E-02	1.68E-01	6.97E-01	4.01E-02	2.88E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.32E-01	2.66E-01	4.63E-01	6.87E-02	5.56E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.14E-01	1.35E-01	6.44E-01	8.16E-02	1.13E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.66E-01	3.39E-01	4.79E-01	1.80E-01	1.87E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.68E-01	2.22E-01	3.51E-01	1.28E-01	9.52E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.54E-01	3.84E-01	4.97E-01	3.14E-01	2.30E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.37E-01	2.45E-01	6.50E-01	1.07E-01	1.32E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.60E-01	1.53E-01	9.31E-01	1.32E-01	1.26E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.48E-01	3.40E-01	4.70E-01	1.81E-01	1.89E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.97E-01	4.13E-01	5.97E-01	1.52E-01	1.49E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.93E-01	3.28E-01	4.95E-01	6.50E-02	4.36E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.94E-01	2.73E-01	5.23E-01	2.18E-01	8.37E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	9.41E-02	1.43E-01	6.91E-01	6.77E-02	6.92E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.87E-01	4.21E-01	2.71E-01	9.68E-02	8.65E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.03E-01	2.02E-01	6.68E-01	7.49E-02	8.75E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.21E-01	2.13E-01	6.54E-01	9.08E-02	1.52E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.47E-01	1.57E-01	5.58E-01	8.41E-02	4.83E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.57E-01	1.19E-01	6.90E-01	7.78E-02	8.07E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.48E-02	1.87E-01	6.70E-01	4.11E-02	4.74E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.54E-01	1.09E-01	3.60E-01	7.50E-02	1.74E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.53E-01	2.27E-01	5.49E-01	9.71E-02	9.30E-02
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.37E-01	6.12E-01	5.67E-01	2.96E-01	4.34E-01
0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.15E-01	4.11E-01	6.18E-01	2.01E-01	2.99E-01
														
														
														
														
														
														
														
														
														
